"","Year","Period","State","State ANSI","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES"
"762",2018,"OCT THRU DEC","NEW JERSEY","34",30,15500,NA,1300,8,0.1,5.4,0,3.2,0.3,14,80,1,15500
"763",2018,"OCT THRU DEC","NEW MEXICO","35",50,8000,NA,3000,38,3.7,8,0.1,0.8,1.2,81.3,0,0,8000
"764",2018,"OCT THRU DEC","NEW YORK","36",1000,53000,NA,4400,8,7.8,7.8,2.4,4.5,0.7,26,1500,3,53000
"765",2018,"OCT THRU DEC","NORTH CAROLINA","37",250,16000,NA,2700,17,3.8,11.1,2,10.4,5.2,53,300,2,16000
"766",2018,"OCT THRU DEC","NORTH DAKOTA","38",7500,435000,NA,29000,7,8.1,4.3,10.6,9.4,4.6,29.5,1500,NA,430000
"767",2018,"OCT THRU DEC","OHIO","39",170,15500,NA,2100,14,0.1,2.4,8.1,5.8,9.9,29.3,450,3,15500
"768",2018,"OCT THRU DEC","OKLAHOMA","40",60,57000,NA,2500,4,NA,NA,0,0.4,0.3,13.1,20,NA,2200
"769",2018,"OCT THRU DEC","OREGON","41",10500,101000,NA,13000,13,16,0.9,14.8,4.6,0.2,44.1,12000,12,89000
"770",2018,"OCT THRU DEC","OTHER STATES",NA,20,8670,NA,1150,13,0.2,1.5,5.4,0.2,5.4,12.7,500,6,8370
"771",2018,"OCT THRU DEC","PENNSYLVANIA","42",270,21000,NA,4000,19,6.7,7.8,13,10.7,5.4,26.9,1500,7,21000
"772",2018,"OCT THRU DEC","SOUTH CAROLINA","45",770,12500,NA,1500,12,0.3,1.3,1.4,16.1,5.5,32.2,790,6,10000
"773",2018,"OCT THRU DEC","SOUTH DAKOTA","46",2000,140000,NA,21000,15,7,2.1,1.6,1.3,2.5,12.8,430,NA,140000
"774",2018,"OCT THRU DEC","TENNESSEE","47",30,8500,NA,1900,22,1.9,9.1,11.4,20.8,5.1,49.8,370,4,8000
"775",2018,"OCT THRU DEC","TEXAS","48",11000,260000,NA,17000,7,5.5,6.2,3,18.5,3.7,18.6,70,NA,116000
"776",2018,"OCT THRU DEC","UTAH","49",180,27000,NA,3400,13,5.5,6.5,8,9.8,4.9,48,400,1,27000
"777",2018,"OCT THRU DEC","VERMONT","50",10,6500,NA,170,3,0,0.8,0,1.3,0.7,6.2,20,NA,6500
"778",2018,"OCT THRU DEC","VIRGINIA","51",80,7000,NA,1100,16,12.1,5.8,13.1,38.4,2.8,57.1,1300,19,7000
"779",2018,"OCT THRU DEC","WASHINGTON","53",5500,81000,NA,11000,14,11.7,3.3,4.9,0.5,1.3,34.5,1400,2,75000
"780",2018,"OCT THRU DEC","WEST VIRGINIA","54",50,7000,NA,1200,17,0.6,4.2,7.2,15.2,6.8,29.5,70,1,7000
"781",2018,"OCT THRU DEC","WISCONSIN","55",1600,48000,NA,8500,18,1.5,7.6,24.5,28.3,5.2,29.9,530,1,48000
"782",2018,"OCT THRU DEC","WYOMING","56",220,32000,NA,2700,8,2.6,1,6.8,7.9,1.4,43.9,0,0,30000
"783",2017,"APR THRU JUN","ALABAMA","01",1200,6500,NA,440,7,0,9.4,4.2,13.6,5.3,17.9,500,8,6500
"784",2017,"APR THRU JUN","ARIZONA","04",12500,22000,NA,2600,12,19.7,20.4,12.4,15.9,0.7,58.4,3000,14,22000
"785",2017,"APR THRU JUN","ARKANSAS","05",6000,24000,NA,1900,8,1.9,2.7,3.9,9.6,2.5,19.4,1300,5,17000
"786",2017,"APR THRU JUN","CALIFORNIA","06",160000,990000,NA,90000,9,3.1,4.8,13,7.7,3.4,38,220000,22,980000
"787",2017,"APR THRU JUN","COLORADO","08",8000,31000,NA,4500,15,5.3,4.6,3.2,0.8,0.1,31.3,7500,24,16500
"788",2017,"APR THRU JUN","CONNECTICUT","09",2200,3000,NA,140,5,0,1.9,0.5,0.2,0.7,9.1,350,12,3000
"789",2017,"APR THRU JUN","FLORIDA","12",40000,255000,NA,35000,14,6.1,6.5,9,14.4,18.9,36.5,50000,20,245000
"790",2017,"APR THRU JUN","GEORGIA","13",21000,137000,NA,12500,9,1,6.5,6.6,5.8,2.8,34.1,31000,23,130000
"791",2017,"APR THRU JUN","HAWAII","15",3000,12000,NA,70,1,NA,0.4,0,3.7,0,88.9,920,8,12000
"792",2017,"APR THRU JUN","IDAHO","16",22000,78000,NA,10500,13,4,7.8,8.3,6.4,4.8,30.5,31000,40,61000
"793",2017,"APR THRU JUN","ILLINOIS","17",3600,12000,NA,1200,10,0.7,5.6,3,4.3,1.5,11.3,1600,13,11500
"794",2017,"APR THRU JUN","INDIANA","18",3000,11000,NA,1200,11,0.1,8.6,43.3,2.1,1.2,5.5,510,5,7500
"795",2017,"APR THRU JUN","IOWA","19",23000,23000,NA,2400,10,7.5,8.1,26.6,27.6,0.9,39.3,3900,17,12000
"796",2017,"APR THRU JUN","KANSAS","20",2500,6000,NA,390,7,0.7,1.7,22.6,8.5,6.4,17.3,870,15,3800
"797",2017,"APR THRU JUN","KENTUCKY","21",3100,7500,NA,900,12,1,4.3,4.5,11.6,4.9,25.7,590,8,7000
"798",2017,"APR THRU JUN","LOUISIANA","22",4100,62000,NA,2600,4,0,1.5,1.6,3.1,0.7,23.2,8000,13,56000
"799",2017,"APR THRU JUN","MAINE","23",1100,33000,NA,910,3,4.1,2,4.3,4.3,14.8,4.4,1400,4,2200
"800",2017,"APR THRU JUN","MARYLAND","24",3400,9500,NA,190,2,0.8,2.1,0.3,6.9,1.1,3.3,930,10,8000
"801",2017,"APR THRU JUN","MASSACHUSETTS","25",1400,8000,NA,140,2,12.9,0.4,11,12.5,1.6,14.8,490,6,2500
"802",2017,"APR THRU JUN","MICHIGAN","26",20000,1e+05,NA,7500,8,0.2,0.9,2.1,7.2,0.5,19.1,13500,14,55000
"803",2017,"APR THRU JUN","MINNESOTA","27",19000,128000,NA,12000,9,2.3,6.6,12.8,4.7,2.2,20.5,8500,7,32000
"804",2017,"APR THRU JUN","MISSISSIPPI","28",5500,89000,NA,3800,4,0,3.7,1.7,0.9,0.8,14,26000,29,89000
"805",2017,"APR THRU JUN","MISSOURI","29",1800,7000,NA,270,4,3,5.1,1,8.9,1.9,13.4,1000,14,6500
"806",2017,"APR THRU JUN","MONTANA","30",18000,135000,NA,3700,3,4.2,4.4,3.5,4,0.6,20,18000,13,47000
"807",2017,"APR THRU JUN","NEBRASKA","31",7000,43000,NA,1500,3,1,16,37.6,38.4,0.8,50.1,27000,63,7500
"808",2017,"APR THRU JUN","NEW JERSEY","34",1900,21000,NA,430,2,2.3,0.3,1.9,5.6,0.8,21.4,660,3,5500
"809",2017,"APR THRU JUN","NEW MEXICO","35",3300,7500,NA,1800,24,72.9,35.6,0,0.6,0.6,88.4,3900,52,7000
"810",2017,"APR THRU JUN","NEW YORK","36",16500,43000,NA,1300,3,2.1,8.9,2,2.1,0.1,22.2,7500,17,25000
"811",2017,"APR THRU JUN","NORTH CAROLINA","37",5000,25000,NA,3000,12,2.3,5.1,0.8,5.5,1.5,23.4,2700,11,24000
"812",2017,"APR THRU JUN","NORTH DAKOTA","38",31000,450000,NA,16000,4,3.2,3.2,5.3,4,1,29.3,41000,9,115000
"813",2017,"APR THRU JUN","OHIO","39",7000,15000,NA,1100,7,6.2,16.6,10.4,6.4,3,45.5,2500,17,13500
"814",2017,"APR THRU JUN","OKLAHOMA","40",4700,17000,NA,200,1,11.2,7.7,0.5,2.3,0.3,23.6,1200,7,17000
"815",2017,"APR THRU JUN","OREGON","41",15500,92000,NA,5000,5,8.8,15.8,3.5,10.6,11.3,37.2,22000,24,71000
"816",2017,"APR THRU JUN","OTHER STATES",NA,870,7160,NA,160,2,0.3,3.9,0,0.4,0.6,6.7,940,13,5650
"817",2017,"APR THRU JUN","PENNSYLVANIA","42",7500,17500,NA,540,3,0.7,2.4,1.5,1,1.5,13.5,2300,13,15500
"818",2017,"APR THRU JUN","SOUTH CAROLINA","45",3000,20000,NA,870,4,15.1,4.1,18.5,21.7,0.4,24.3,3700,19,20000
"819",2017,"APR THRU JUN","SOUTH DAKOTA","46",10000,168000,NA,13000,8,1,5,6.4,1.4,3.6,8.7,23000,14,30000
"820",2017,"APR THRU JUN","TENNESSEE","47",2600,9000,NA,1300,14,1,10.6,3.1,25.5,3.9,53.4,1500,17,8500
"821",2017,"APR THRU JUN","TEXAS","48",43000,350000,NA,28000,8,1.5,2.8,12.4,16.8,1.4,28.7,148000,42,345000
"822",2017,"APR THRU JUN","UTAH","49",12500,31000,NA,2700,9,0.3,12.6,0.1,1.3,0,36.7,10000,32,21000
"823",2017,"APR THRU JUN","VERMONT","50",390,8000,NA,170,2,0.3,0.2,0,0.3,0.5,3.3,190,2,6000
"824",2017,"APR THRU JUN","VIRGINIA","51",3100,9500,NA,1000,11,0.9,1.8,5,18,4.8,18.7,1100,12,8500
"825",2017,"APR THRU JUN","WASHINGTON","53",30000,111000,NA,7000,6,4.2,3.6,7.5,5,0.4,21.3,20000,18,75000
"826",2017,"APR THRU JUN","WEST VIRGINIA","54",4100,7500,NA,370,5,1.8,3.7,0.4,1.6,1.6,11.6,2500,33,7500
"827",2017,"APR THRU JUN","WISCONSIN","55",13000,65000,NA,4000,6,1.7,3.2,2.2,1.7,0.3,13.8,6500,10,18000
"828",2017,"APR THRU JUN","WYOMING","56",6000,30000,NA,1300,4,12.6,5.7,2.8,3.5,1.9,34.1,3500,12,15000
"829",2017,"JAN THRU MAR","ALABAMA","01",570,7000,NA,1600,23,0.2,6.7,3.2,9.8,9.3,19.9,740,11,7000
"830",2017,"JAN THRU MAR","ARIZONA","04",2900,32000,NA,6000,19,3.8,6.5,1.7,2,2.1,35.6,0,0,31000
"831",2017,"JAN THRU MAR","ARKANSAS","05",430,20000,NA,3500,18,0.1,3,0.5,14.6,1,31.5,230,1,18000
"832",2017,"JAN THRU MAR","CALIFORNIA","06",137000,1470000,NA,195000,13,7.5,6.6,9.2,12.6,6.3,37.7,93000,6,1170000
"833",2017,"JAN THRU MAR","COLORADO","08",100,21000,NA,1100,5,NA,2.6,0.9,NA,0.4,17,0,0,9500
"834",2017,"JAN THRU MAR","CONNECTICUT","09",100,3100,NA,380,12,0,6.1,0,1.5,5.6,51.5,110,4,3100
"835",2017,"JAN THRU MAR","FLORIDA","12",78000,265000,NA,30000,11,1.5,6.2,14.2,14.8,17.9,37.6,34000,13,260000
"836",2017,"JAN THRU MAR","GEORGIA","13",25000,125000,NA,14000,11,0.2,4.4,2.6,7,1.8,35.3,21000,17,123000
"837",2017,"JAN THRU MAR","HAWAII","15",510,13000,NA,190,1,0.2,0.1,0,2.1,0.1,1.2,50,NA,13000
"838",2017,"JAN THRU MAR","IDAHO","16",2000,99000,NA,8500,9,42.3,1.7,21.2,42.3,0.4,74.2,280,NA,95000
"839",2017,"JAN THRU MAR","ILLINOIS","17",3100,11000,NA,2900,26,0.5,9.9,3.7,13.1,8,21.2,150,1,11000
"840",2017,"JAN THRU MAR","INDIANA","18",1700,7500,NA,1900,25,5.2,10.4,4.1,8,7.1,15.8,70,1,7000
"841",2017,"JAN THRU MAR","IOWA","19",70,15500,NA,3000,19,8.4,11.9,12,8.3,11.7,33.6,0,0,10000
"842",2017,"JAN THRU MAR","KANSAS","20",930,3800,NA,1000,26,0,16.4,3.6,3,14.3,47.2,380,10,3800
"843",2017,"JAN THRU MAR","KENTUCKY","21",950,7000,NA,1300,19,0.4,16,3.8,11.5,7.5,31.9,430,6,6500
"844",2017,"JAN THRU MAR","LOUISIANA","22",11000,47000,NA,2700,6,0.1,4.3,1.8,9.6,1.8,25.8,1900,4,44000
"845",2017,"JAN THRU MAR","MAINE","23",100,3100,NA,1000,32,30.5,26.3,8.1,20.9,0,23.9,0,0,2700
"846",2017,"JAN THRU MAR","MARYLAND","24",770,9000,NA,2100,23,1,11.9,1,3.3,4.3,11.3,260,3,9000
"847",2017,"JAN THRU MAR","MASSACHUSETTS","25",120,3300,NA,1500,45,3,10.5,4.5,5.6,5.6,32.5,110,3,3300
"848",2017,"JAN THRU MAR","MICHIGAN","26",600,59000,NA,5000,8,0,1.1,1.9,0.3,3.9,7.9,130,NA,29000
"849",2017,"JAN THRU MAR","MINNESOTA","27",3300,41000,NA,3500,9,0.1,9,0.9,0.4,5.8,2.1,0,0,27000
"850",2017,"JAN THRU MAR","MISSISSIPPI","28",23000,68000,NA,2600,4,NA,0.5,0.1,35.3,1.4,41.7,7000,10,31000
"851",2017,"JAN THRU MAR","MISSOURI","29",400,7500,NA,1200,16,0.5,5.4,2.7,15.4,5.2,16.6,10,NA,7000
"852",2017,"JAN THRU MAR","MONTANA","30",3100,46000,NA,470,1,0,6,2.5,15.1,0.1,34,6000,13,18500
"853",2017,"JAN THRU MAR","NEBRASKA","31",120,13000,NA,750,6,0.4,2.1,0,0.3,1.2,14.8,0,0,7500
"854",2017,"JAN THRU MAR","NEW JERSEY","34",10,6000,NA,490,8,0.3,0.8,0.1,0.7,0.6,16.3,0,0,6000
"855",2017,"JAN THRU MAR","NEW MEXICO","35",3600,5500,NA,2100,38,87.4,2,0,0,0,93.9,0,0,5500
"856",2017,"JAN THRU MAR","NEW YORK","36",520,33000,NA,6000,18,9.8,13.2,4.4,9.4,10.8,20.4,0,0,32000
"857",2017,"JAN THRU MAR","NORTH CAROLINA","37",3700,23000,NA,2500,11,0.2,7.2,1.5,17.4,3.9,34.7,1200,5,16000
"858",2017,"JAN THRU MAR","NORTH DAKOTA","38",1100,123000,NA,640,1,0,0.2,0,0,0.2,0.8,10,NA,50000
"859",2017,"JAN THRU MAR","OHIO","39",1300,17500,NA,4400,25,0.6,5.2,0.1,11.6,16.5,25.8,530,3,15500
"860",2017,"JAN THRU MAR","OKLAHOMA","40",9500,26000,NA,550,2,0,0.5,0.1,1,0.3,11.9,1700,7,26000
"861",2017,"JAN THRU MAR","OREGON","41",7500,90000,NA,8000,9,10.1,15.4,9.1,8.5,8.5,28.7,1400,2,71000
"862",2017,"JAN THRU MAR","OTHER STATES",NA,130,6490,NA,1540,24,6.6,1.8,2.6,0.8,2.5,3.4,50,1,6190
"863",2017,"JAN THRU MAR","PENNSYLVANIA","42",810,18000,NA,4000,22,0.8,3.6,2.9,2.4,7.2,20.9,390,2,17000
"864",2017,"JAN THRU MAR","SOUTH CAROLINA","45",4700,17500,NA,1600,9,0.4,2.7,1.1,5.3,1.8,12.6,970,6,17000
"865",2017,"JAN THRU MAR","SOUTH DAKOTA","46",1500,48000,NA,2700,6,0,0.2,0,0,0.3,2.9,440,1,21000
"866",2017,"JAN THRU MAR","TENNESSEE","47",1500,8500,NA,1600,19,0.9,8.1,2.4,12.6,7,28.6,160,2,8500
"867",2017,"JAN THRU MAR","TEXAS","48",130000,340000,NA,49000,14,2,3.5,5.1,22.5,3.6,36.2,68000,20,275000
"868",2017,"JAN THRU MAR","UTAH","49",3900,19000,NA,2700,14,0.1,2,0,0,0.3,38.7,60,NA,16000
"869",2017,"JAN THRU MAR","VERMONT","50",0,6500,NA,440,7,2.1,0.9,0.2,0.7,2.2,6,0,0,6500
"870",2017,"JAN THRU MAR","VIRGINIA","51",1900,8000,NA,1400,18,2.8,7.4,3.2,12.8,8.4,21.4,280,4,8000
"871",2017,"JAN THRU MAR","WASHINGTON","53",8500,104000,NA,9000,9,0,8,0,0.1,4.4,6.8,0,0,68000
"872",2017,"JAN THRU MAR","WEST VIRGINIA","54",450,8000,NA,800,10,0.2,11.9,0,1,1.3,15.8,100,1,5500
"873",2017,"JAN THRU MAR","WISCONSIN","55",450,22000,NA,4400,20,1.1,4,2,1.9,10.5,19,70,NA,17000
"874",2017,"JAN THRU MAR","WYOMING","56",1300,17000,NA,3600,21,0.2,0.6,0,0,NA,0.2,0,0,6500
"875",2017,"JUL THRU SEP","ALABAMA","01",690,9500,NA,900,9,0,7.5,35.4,22.1,3.9,69.5,530,6,7000
"876",2017,"JUL THRU SEP","ARIZONA","04",5000,26000,NA,4100,16,0.5,12.4,1.1,0.4,6.3,19.8,3200,12,26000
"877",2017,"JUL THRU SEP","ARKANSAS","05",4400,29000,NA,6000,21,0,9.3,17,9.1,2.3,61.4,410,1,29000
"878",2017,"JUL THRU SEP","CALIFORNIA","06",73000,670000,NA,67000,10,5.6,10.1,13.4,15.8,3.6,42.3,74000,11,590000
"879",2017,"JUL THRU SEP","COLORADO","08",2900,42000,NA,4300,10,2.6,7.8,9.1,1.4,1.4,52.9,6410,15,35000
"880",2017,"JUL THRU SEP","CONNECTICUT","09",50,3500,NA,130,4,0.1,13,0,1.5,0,25.1,20,1,3500
"881",2017,"JUL THRU SEP","FLORIDA","12",39000,180000,NA,39000,22,3.7,11.4,6.3,13.2,21.5,42.9,42000,23,176000
"882",2017,"JUL THRU SEP","GEORGIA","13",19000,122000,NA,15500,13,2.3,15.1,14.1,18,6.9,47.6,23000,19,121000
"883",2017,"JUL THRU SEP","HAWAII","15",430,15000,NA,1100,7,0.3,2,0,4.3,NA,2.8,20,NA,15000
"884",2017,"JUL THRU SEP","IDAHO","16",9000,116000,NA,12000,10,6.7,9.5,15.5,19.1,5.1,53.7,16500,14,89000
"885",2017,"JUL THRU SEP","ILLINOIS","17",710,13000,NA,1100,8,2.8,4.6,2.8,14.2,3.3,29.9,1200,9,13000
"886",2017,"JUL THRU SEP","INDIANA","18",420,13000,NA,930,7,0.4,3.8,3.9,5.9,2,13.9,740,6,13000
"887",2017,"JUL THRU SEP","IOWA","19",2100,43000,NA,2200,5,2.4,4,3.9,7.2,2.2,17.2,4000,9,40000
"888",2017,"JUL THRU SEP","KANSAS","20",1400,7000,NA,1700,24,14.8,1.1,20.3,52.6,7.4,65.4,1000,14,7000
"889",2017,"JUL THRU SEP","KENTUCKY","21",450,9000,NA,1600,18,4.6,10.3,0.6,39.2,6.2,46.4,700,8,9000
"890",2017,"JUL THRU SEP","LOUISIANA","22",14500,64000,NA,13500,21,0.3,4,1.6,74.5,14.9,59.2,34000,53,64000
"891",2017,"JUL THRU SEP","MAINE","23",210,6000,NA,400,7,0.9,1.2,3.9,0.9,0.1,3.4,290,5,5500
"892",2017,"JUL THRU SEP","MARYLAND","24",1300,8500,NA,1600,19,0.7,5.1,1.6,10.1,9.1,8.8,600,7,8500
"893",2017,"JUL THRU SEP","MASSACHUSETTS","25",790,9000,NA,760,8,0.7,0.8,2.3,0.9,0.1,82,460,5,9000
"894",2017,"JUL THRU SEP","MICHIGAN","26",4300,109000,NA,17500,16,8.6,15,13.7,11.9,2.9,56.8,11500,11,103000
"895",2017,"JUL THRU SEP","MINNESOTA","27",1900,136000,NA,20000,15,1.8,11.6,9.4,4.7,2.3,39.8,2200,2,136000
"896",2017,"JUL THRU SEP","MISSISSIPPI","28",250,24000,NA,2900,12,0.7,18.1,0.2,4.8,0.7,71.1,230,1,24000
"897",2017,"JUL THRU SEP","MISSOURI","29",320,9000,NA,580,6,2.8,1.6,34,36,35,77.7,310,3,9000
"898",2017,"JUL THRU SEP","MONTANA","30",3100,161000,NA,18500,11,6.9,19.1,2.2,6.7,2,42.3,23000,14,154000
"899",2017,"JUL THRU SEP","NEBRASKA","31",880,47000,NA,3700,8,0.4,9.2,7.1,6.6,0.2,15.1,13500,29,46000
"900",2017,"JUL THRU SEP","NEW JERSEY","34",280,16000,NA,420,3,0,0.4,0.8,2.9,1.9,10.7,110,1,16000
"901",2017,"JUL THRU SEP","NEW MEXICO","35",1800,8500,NA,2500,29,17.8,3.1,13.6,3.3,0.3,74.3,200,2,8500
"902",2017,"JUL THRU SEP","NEW YORK","36",3100,59000,NA,6500,11,6.2,13.6,9.4,19.8,1.8,45.1,9000,15,59000
"903",2017,"JUL THRU SEP","NORTH CAROLINA","37",4100,27000,NA,3300,12,3.3,7.6,20.3,36.1,1.8,74.5,2900,11,26000
"904",2017,"JUL THRU SEP","NORTH DAKOTA","38",24000,490000,NA,48000,10,3.4,8.1,8.1,11.9,1.9,42,1e+05,20,470000
"905",2017,"JUL THRU SEP","OHIO","39",1100,23000,NA,1800,8,4.7,11.7,6.7,19.1,7,51.5,1800,8,23000
"906",2017,"JUL THRU SEP","OKLAHOMA","40",80,4400,NA,510,12,10,4.7,3.8,23,2,22,270,6,4400
"907",2017,"JUL THRU SEP","OREGON","41",7500,101000,NA,13500,13,11.3,6.4,13.2,10.6,1.8,54.4,28000,28,94000
"908",2017,"JUL THRU SEP","OTHER STATES",NA,380,10000,NA,1070,11,2.3,1.2,6.7,4.7,1.3,51.1,650,7,8100
"909",2017,"JUL THRU SEP","PENNSYLVANIA","42",6000,18500,NA,1500,8,2.7,2.2,3.7,5.7,0.9,41.4,1600,9,18500
"910",2017,"JUL THRU SEP","SOUTH CAROLINA","45",640,14500,NA,1700,12,0.2,5.2,3,11.8,0.8,26.4,440,3,14500
"911",2017,"JUL THRU SEP","SOUTH DAKOTA","46",6000,159000,NA,16500,10,5,27,10.1,13.4,2.5,47.4,7500,5,152000
"912",2017,"JUL THRU SEP","TENNESSEE","47",800,10000,NA,1700,17,2.1,5.3,6,22.1,6.9,42.8,960,10,10000
"913",2017,"JUL THRU SEP","TEXAS","48",21000,115000,NA,15000,13,0.1,18.3,24,23,1.5,33.7,7500,7,104000
"914",2017,"JUL THRU SEP","UTAH","49",5500,35000,NA,6500,19,0.5,15.9,16.7,0.1,9.1,40.5,3200,9,35000
"915",2017,"JUL THRU SEP","VERMONT","50",520,7500,NA,180,2,4.7,7,NA,9,0.7,16.8,270,4,7500
"916",2017,"JUL THRU SEP","VIRGINIA","51",430,11500,NA,1200,10,1.5,4.4,0.5,26.5,1.6,50.3,430,4,11500
"917",2017,"JUL THRU SEP","WASHINGTON","53",5500,92000,NA,17000,18,2,0.7,1.2,2.7,2.4,23.7,10500,11,82000
"918",2017,"JUL THRU SEP","WEST VIRGINIA","54",440,9000,NA,930,10,1.4,9.5,0.6,6.2,3.8,23.2,1900,21,9000
"919",2017,"JUL THRU SEP","WISCONSIN","55",6000,75000,NA,12500,17,18.5,13,21.8,21,12.1,61.6,9000,12,74000
"920",2017,"JUL THRU SEP","WYOMING","56",3100,36000,NA,5500,15,9.3,5.6,4.4,1.6,5.2,21.8,3500,10,35000
"921",2017,"OCT THRU DEC","ALABAMA","01",550,7500,NA,990,13,8.8,1.7,9.5,10.1,5.2,22.3,500,7,7500
"922",2017,"OCT THRU DEC","ARIZONA","04",1300,30000,NA,6500,22,2.3,4.1,1.6,4.2,0.1,61.6,1100,4,27000
"923",2017,"OCT THRU DEC","ARKANSAS","05",2500,25000,NA,7500,30,26.6,24.1,31,29.2,0.4,37.5,440,2,25000
"924",2017,"OCT THRU DEC","CALIFORNIA","06",90000,1200000,NA,155000,13,7.4,17.1,17,14.1,6.3,47.9,104000,9,680000
"925",2017,"OCT THRU DEC","COLORADO","08",1500,34000,NA,7000,21,0.2,15.5,20,0.7,5.3,30.2,4000,12,34000
"926",2017,"OCT THRU DEC","CONNECTICUT","09",190,4000,NA,330,8,0,1.6,0.6,2.8,1.6,36.4,110,3,4000
"927",2017,"OCT THRU DEC","FLORIDA","12",55000,240000,NA,50000,21,7.5,7.6,10.4,16.8,26.2,41.4,36000,15,180000
"928",2017,"OCT THRU DEC","GEORGIA","13",4300,145000,NA,21000,14,12.3,3.6,15.3,15.1,4.6,56.8,2200,2,125000
"929",2017,"OCT THRU DEC","HAWAII","15",970,15000,NA,130,1,0.1,0.1,0,66.1,0,57.2,290,2,15000
"930",2017,"OCT THRU DEC","IDAHO","16",10000,164000,NA,9000,5,17.7,1.7,14.9,16.9,0.2,34,5000,3,113000
"931",2017,"OCT THRU DEC","ILLINOIS","17",140,13500,NA,1800,13,0.8,4.9,7.9,10.2,4.9,28.9,460,3,13500
"932",2017,"OCT THRU DEC","INDIANA","18",320,11500,NA,1700,15,1.7,3.9,0.7,5.6,8,23.5,100,1,11500
"933",2017,"OCT THRU DEC","IOWA","19",250,45000,NA,6500,14,12.3,17.9,32.6,25.5,5.5,61,3400,8,45000
"934",2017,"OCT THRU DEC","KANSAS","20",140,6500,NA,830,13,3.3,0.6,8.6,7.7,10.2,17.9,40,1,6500
"935",2017,"OCT THRU DEC","KENTUCKY","21",50,7500,NA,870,12,0.5,5.6,6.5,24.4,19.1,54.3,120,2,7500
"936",2017,"OCT THRU DEC","LOUISIANA","22",390,60000,NA,2700,5,0.3,2.1,0.6,26.6,10.4,31.5,1900,3,58000
"937",2017,"OCT THRU DEC","MAINE","23",220,6000,NA,60,1,0.4,0.6,0,6.2,0,24.9,110,2,5500
"938",2017,"OCT THRU DEC","MARYLAND","24",20,10500,NA,1300,12,0.2,1.8,1.1,3.1,7.8,7.9,410,4,8000
"939",2017,"OCT THRU DEC","MASSACHUSETTS","25",120,6000,NA,1100,18,6.7,1.5,2.7,1.2,0.3,13.2,550,9,6000
"940",2017,"OCT THRU DEC","MICHIGAN","26",990,88000,NA,11500,13,5.3,1.5,23.6,13.6,2,53.8,1900,2,88000
"941",2017,"OCT THRU DEC","MINNESOTA","27",1900,98000,NA,7000,7,4.2,7.2,39.8,4,3.1,62.9,450,NA,98000
"942",2017,"OCT THRU DEC","MISSISSIPPI","28",280,22000,NA,3400,15,1.4,1.5,1.5,6.1,4.1,19.3,830,4,14000
"943",2017,"OCT THRU DEC","MISSOURI","29",100,9500,NA,820,9,1,4.2,0.1,14.2,1.6,16.7,230,2,9500
"944",2017,"OCT THRU DEC","MONTANA","30",5500,121000,NA,13000,11,3.1,5.3,5.9,4.1,4.1,54.2,2900,2,115000
"945",2017,"OCT THRU DEC","NEBRASKA","31",80,42000,NA,7500,18,4.1,4.3,2.1,3.3,11.5,26.6,50,NA,42000
"946",2017,"OCT THRU DEC","NEW JERSEY","34",330,15500,NA,1200,8,4.4,3.3,4.4,6.8,0,18.9,270,2,15500
"947",2017,"OCT THRU DEC","NEW MEXICO","35",1700,8000,NA,1900,24,0,10,10.3,0.3,1,86.1,NA,0,8000
"948",2017,"OCT THRU DEC","NEW YORK","36",820,51000,NA,3900,8,8,0.4,5.4,12.7,2.6,22.3,460,1,51000
"949",2017,"OCT THRU DEC","NORTH CAROLINA","37",60,23000,NA,5000,22,3.9,11.7,1.5,16.3,6.7,64.2,290,1,23000
"950",2017,"OCT THRU DEC","NORTH DAKOTA","38",10000,410000,NA,26000,6,0.2,0.9,0.5,16.5,0.3,41.7,2900,1,410000
"951",2017,"OCT THRU DEC","OHIO","39",510,18500,NA,2800,15,7.1,8.4,6.4,23.3,2.9,45.3,960,5,18500
