"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","Year","Period","State"
"8,000",2005,"MARKETING YEAR","ILLINOIS"
"8,000",2005,"MARKETING YEAR","INDIANA"
"28,000",2005,"MARKETING YEAR","IOWA"
"16,000",2005,"MARKETING YEAR","KANSAS"
"5,000",2005,"MARKETING YEAR","KENTUCKY"
"35,000",2005,"MARKETING YEAR","LOUISIANA"
"8,000",2005,"MARKETING YEAR","MAINE"
"65,000",2005,"MARKETING YEAR","MICHIGAN"
"120,000",2005,"MARKETING YEAR","MINNESOTA"
"16,000",2005,"MARKETING YEAR","MISSISSIPPI"
"15,000",2005,"MARKETING YEAR","MISSOURI"
"130,000",2005,"MARKETING YEAR","MONTANA"
"40,000",2005,"MARKETING YEAR","NEBRASKA"
"12,000",2005,"MARKETING YEAR","NEVADA"
"12,000",2005,"MARKETING YEAR","NEW JERSEY"
"7,000",2005,"MARKETING YEAR","NEW MEXICO"
"59,000",2005,"MARKETING YEAR","NEW YORK"
"10,000",2005,"MARKETING YEAR","NORTH CAROLINA"
"370,000",2005,"MARKETING YEAR","NORTH DAKOTA"
"15,000",2005,"MARKETING YEAR","OHIO"
"39,000",2005,"MARKETING YEAR","OREGON"
"15,000",2005,"MARKETING YEAR","OTHER STATES"
"28,000",2005,"MARKETING YEAR","PENNSYLVANIA"
"220,000",2005,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2005,"MARKETING YEAR","TENNESSEE"
"84,000",2005,"MARKETING YEAR","TEXAS"
"24,000",2005,"MARKETING YEAR","UTAH"
"6,000",2005,"MARKETING YEAR","VERMONT"
"8,000",2005,"MARKETING YEAR","VIRGINIA"
"51,000",2005,"MARKETING YEAR","WASHINGTON"
"8,000",2005,"MARKETING YEAR","WEST VIRGINIA"
"64,000",2005,"MARKETING YEAR","WISCONSIN"
"40,000",2005,"MARKETING YEAR","WYOMING"
"12,000",2004,"MARKETING YEAR","ALABAMA"
"32,000",2004,"MARKETING YEAR","ARIZONA"
"40,000",2004,"MARKETING YEAR","ARKANSAS"
"390,000",2004,"MARKETING YEAR","CALIFORNIA"
"23,000",2004,"MARKETING YEAR","COLORADO"
"205,000",2004,"MARKETING YEAR","FLORIDA"
"63,000",2004,"MARKETING YEAR","GEORGIA"
"8,000",2004,"MARKETING YEAR","HAWAII"
"100,000",2004,"MARKETING YEAR","IDAHO"
"7,000",2004,"MARKETING YEAR","ILLINOIS"
"7,000",2004,"MARKETING YEAR","INDIANA"
"35,000",2004,"MARKETING YEAR","IOWA"
"14,000",2004,"MARKETING YEAR","KANSAS"
"5,000",2004,"MARKETING YEAR","KENTUCKY"
"35,000",2004,"MARKETING YEAR","LOUISIANA"
"7,000",2004,"MARKETING YEAR","MAINE"
"65,000",2004,"MARKETING YEAR","MICHIGAN"
"135,000",2004,"MARKETING YEAR","MINNESOTA"
"18,000",2004,"MARKETING YEAR","MISSISSIPPI"
"16,000",2004,"MARKETING YEAR","MISSOURI"
"140,000",2004,"MARKETING YEAR","MONTANA"
"51,000",2004,"MARKETING YEAR","NEBRASKA"
"14,000",2004,"MARKETING YEAR","NEVADA"
"12,000",2004,"MARKETING YEAR","NEW JERSEY"
"8,000",2004,"MARKETING YEAR","NEW MEXICO"
"64,000",2004,"MARKETING YEAR","NEW YORK"
"9,000",2004,"MARKETING YEAR","NORTH CAROLINA"
"390,000",2004,"MARKETING YEAR","NORTH DAKOTA"
"16,000",2004,"MARKETING YEAR","OHIO"
"42,000",2004,"MARKETING YEAR","OREGON"
"15,000",2004,"MARKETING YEAR","OTHER STATES"
"30,000",2004,"MARKETING YEAR","PENNSYLVANIA"
"215,000",2004,"MARKETING YEAR","SOUTH DAKOTA"
"6,000",2004,"MARKETING YEAR","TENNESSEE"
"116,000",2004,"MARKETING YEAR","TEXAS"
"24,000",2004,"MARKETING YEAR","UTAH"
"6,000",2004,"MARKETING YEAR","VERMONT"
"7,000",2004,"MARKETING YEAR","VIRGINIA"
"56,000",2004,"MARKETING YEAR","WASHINGTON"
"9,000",2004,"MARKETING YEAR","WEST VIRGINIA"
"68,000",2004,"MARKETING YEAR","WISCONSIN"
"39,000",2004,"MARKETING YEAR","WYOMING"
"13,000",2003,"MARKETING YEAR","ALABAMA"
"35,000",2003,"MARKETING YEAR","ARIZONA"
"40,000",2003,"MARKETING YEAR","ARKANSAS"
"480,000",2003,"MARKETING YEAR","CALIFORNIA"
"24,000",2003,"MARKETING YEAR","COLORADO"
"210,000",2003,"MARKETING YEAR","FLORIDA"
"52,000",2003,"MARKETING YEAR","GEORGIA"
"7,000",2003,"MARKETING YEAR","HAWAII"
"100,000",2003,"MARKETING YEAR","IDAHO"
"7,000",2003,"MARKETING YEAR","ILLINOIS"
"5,000",2003,"MARKETING YEAR","INDIANA"
"32,000",2003,"MARKETING YEAR","IOWA"
"16,000",2003,"MARKETING YEAR","KANSAS"
"5,000",2003,"MARKETING YEAR","KENTUCKY"
"34,000",2003,"MARKETING YEAR","LOUISIANA"
"8,000",2003,"MARKETING YEAR","MAINE"
"2,000",2003,"MARKETING YEAR","MARYLAND"
"65,000",2003,"MARKETING YEAR","MICHIGAN"
"120,000",2003,"MARKETING YEAR","MINNESOTA"
"21,000",2003,"MARKETING YEAR","MISSISSIPPI"
"17,000",2003,"MARKETING YEAR","MISSOURI"
"145,000",2003,"MARKETING YEAR","MONTANA"
"45,000",2003,"MARKETING YEAR","NEBRASKA"
"6,000",2003,"MARKETING YEAR","NEVADA"
"10,000",2003,"MARKETING YEAR","NEW JERSEY"
"6,000",2003,"MARKETING YEAR","NEW MEXICO"
"67,000",2003,"MARKETING YEAR","NEW YORK"
"10,000",2003,"MARKETING YEAR","NORTH CAROLINA"
"340,000",2003,"MARKETING YEAR","NORTH DAKOTA"
"15,000",2003,"MARKETING YEAR","OHIO"
"3,000",2003,"MARKETING YEAR","OKLAHOMA"
"42,000",2003,"MARKETING YEAR","OREGON"
"8,000",2003,"MARKETING YEAR","OTHER STATES"
"27,000",2003,"MARKETING YEAR","PENNSYLVANIA"
"4,000",2003,"MARKETING YEAR","SOUTH CAROLINA"
"215,000",2003,"MARKETING YEAR","SOUTH DAKOTA"
"6,000",2003,"MARKETING YEAR","TENNESSEE"
"140,000",2003,"MARKETING YEAR","TEXAS"
"25,000",2003,"MARKETING YEAR","UTAH"
"7,000",2003,"MARKETING YEAR","VERMONT"
"6,000",2003,"MARKETING YEAR","VIRGINIA"
"58,000",2003,"MARKETING YEAR","WASHINGTON"
"8,000",2003,"MARKETING YEAR","WEST VIRGINIA"
"74,000",2003,"MARKETING YEAR","WISCONSIN"
"39,000",2003,"MARKETING YEAR","WYOMING"
"12,000",2002,"MARKETING YEAR","ALABAMA"
"38,000",2002,"MARKETING YEAR","ARIZONA"
"45,000",2002,"MARKETING YEAR","ARKANSAS"
"470,000",2002,"MARKETING YEAR","CALIFORNIA"
"24,000",2002,"MARKETING YEAR","COLORADO"
"220,000",2002,"MARKETING YEAR","FLORIDA"
"50,000",2002,"MARKETING YEAR","GEORGIA"
"7,000",2002,"MARKETING YEAR","HAWAII"
"100,000",2002,"MARKETING YEAR","IDAHO"
"9,000",2002,"MARKETING YEAR","ILLINOIS"
"8,000",2002,"MARKETING YEAR","INDIANA"
"33,000",2002,"MARKETING YEAR","IOWA"
"17,000",2002,"MARKETING YEAR","KANSAS"
"5,000",2002,"MARKETING YEAR","KENTUCKY"
"35,000",2002,"MARKETING YEAR","LOUISIANA"
"11,000",2002,"MARKETING YEAR","MAINE"
"3,000",2002,"MARKETING YEAR","MARYLAND"
"72,000",2002,"MARKETING YEAR","MICHIGAN"
"117,000",2002,"MARKETING YEAR","MINNESOTA"
"18,000",2002,"MARKETING YEAR","MISSISSIPPI"
"18,000",2002,"MARKETING YEAR","MISSOURI"
"134,000",2002,"MARKETING YEAR","MONTANA"
"43,000",2002,"MARKETING YEAR","NEBRASKA"
"9,000",2002,"MARKETING YEAR","NEVADA"
"11,000",2002,"MARKETING YEAR","NEW JERSEY"
"11,000",2002,"MARKETING YEAR","NEW MEXICO"
"60,000",2002,"MARKETING YEAR","NEW YORK"
"16,000",2002,"MARKETING YEAR","NORTH CAROLINA"
"320,000",2002,"MARKETING YEAR","NORTH DAKOTA"
"18,000",2002,"MARKETING YEAR","OHIO"
"3,000",2002,"MARKETING YEAR","OKLAHOMA"
"43,000",2002,"MARKETING YEAR","OREGON"
"9,000",2002,"MARKETING YEAR","OTHER STATES"
"29,000",2002,"MARKETING YEAR","PENNSYLVANIA"
"5,000",2002,"MARKETING YEAR","SOUTH CAROLINA"
"225,000",2002,"MARKETING YEAR","SOUTH DAKOTA"
"8,000",2002,"MARKETING YEAR","TENNESSEE"
"114,000",2002,"MARKETING YEAR","TEXAS"
"22,000",2002,"MARKETING YEAR","UTAH"
"7,000",2002,"MARKETING YEAR","VERMONT"
"8,000",2002,"MARKETING YEAR","VIRGINIA"
"50,000",2002,"MARKETING YEAR","WASHINGTON"
"9,000",2002,"MARKETING YEAR","WEST VIRGINIA"
"70,000",2002,"MARKETING YEAR","WISCONSIN"
"38,000",2002,"MARKETING YEAR","WYOMING"
"14,000",2001,"MARKETING YEAR","ALABAMA"
"43,000",2001,"MARKETING YEAR","ARIZONA"
"50,000",2001,"MARKETING YEAR","ARKANSAS"
"460,000",2001,"MARKETING YEAR","CALIFORNIA"
"26,000",2001,"MARKETING YEAR","COLORADO"
"220,000",2001,"MARKETING YEAR","FLORIDA"
"55,000",2001,"MARKETING YEAR","GEORGIA"
"8,000",2001,"MARKETING YEAR","HAWAII"
"100,000",2001,"MARKETING YEAR","IDAHO"
"6,000",2001,"MARKETING YEAR","ILLINOIS"
"7,000",2001,"MARKETING YEAR","INDIANA"
"33,000",2001,"MARKETING YEAR","IOWA"
"13,000",2001,"MARKETING YEAR","KANSAS"
"4,000",2001,"MARKETING YEAR","KENTUCKY"
"45,000",2001,"MARKETING YEAR","LOUISIANA"
"11,000",2001,"MARKETING YEAR","MAINE"
"4,000",2001,"MARKETING YEAR","MARYLAND"
"76,000",2001,"MARKETING YEAR","MICHIGAN"
"135,000",2001,"MARKETING YEAR","MINNESOTA"
"17,000",2001,"MARKETING YEAR","MISSISSIPPI"
"22,000",2001,"MARKETING YEAR","MISSOURI"
"136,000",2001,"MARKETING YEAR","MONTANA"
"43,000",2001,"MARKETING YEAR","NEBRASKA"
"9,000",2001,"MARKETING YEAR","NEVADA"
"11,000",2001,"MARKETING YEAR","NEW JERSEY"
"10,000",2001,"MARKETING YEAR","NEW MEXICO"
"53,000",2001,"MARKETING YEAR","NEW YORK"
"13,000",2001,"MARKETING YEAR","NORTH CAROLINA"
"280,000",2001,"MARKETING YEAR","NORTH DAKOTA"
"18,000",2001,"MARKETING YEAR","OHIO"
"4,000",2001,"MARKETING YEAR","OKLAHOMA"
"44,000",2001,"MARKETING YEAR","OREGON"
"8,000",2001,"MARKETING YEAR","OTHER STATES"
"26,000",2001,"MARKETING YEAR","PENNSYLVANIA"
"7,000",2001,"MARKETING YEAR","SOUTH CAROLINA"
"235,000",2001,"MARKETING YEAR","SOUTH DAKOTA"
"8,000",2001,"MARKETING YEAR","TENNESSEE"
"97,000",2001,"MARKETING YEAR","TEXAS"
"23,000",2001,"MARKETING YEAR","UTAH"
"7,000",2001,"MARKETING YEAR","VERMONT"
"9,000",2001,"MARKETING YEAR","VIRGINIA"
"48,000",2001,"MARKETING YEAR","WASHINGTON"
"7,000",2001,"MARKETING YEAR","WEST VIRGINIA"
"67,000",2001,"MARKETING YEAR","WISCONSIN"
"38,000",2001,"MARKETING YEAR","WYOMING"
"16,000",2000,"MARKETING YEAR","ALABAMA"
"40,000",2000,"MARKETING YEAR","ARIZONA"
"52,000",2000,"MARKETING YEAR","ARKANSAS"
"440,000",2000,"MARKETING YEAR","CALIFORNIA"
"29,000",2000,"MARKETING YEAR","COLORADO"
"232,000",2000,"MARKETING YEAR","FLORIDA"
"55,000",2000,"MARKETING YEAR","GEORGIA"
"7,000",2000,"MARKETING YEAR","HAWAII"
"100,000",2000,"MARKETING YEAR","IDAHO"
"8,000",2000,"MARKETING YEAR","ILLINOIS"
"8,000",2000,"MARKETING YEAR","INDIANA"
"30,000",2000,"MARKETING YEAR","IOWA"
"15,000",2000,"MARKETING YEAR","KANSAS"
"4,000",2000,"MARKETING YEAR","KENTUCKY"
"43,000",2000,"MARKETING YEAR","LOUISIANA"
"11,000",2000,"MARKETING YEAR","MAINE"
"6,000",2000,"MARKETING YEAR","MARYLAND"
"72,000",2000,"MARKETING YEAR","MICHIGAN"
"150,000",2000,"MARKETING YEAR","MINNESOTA"
"17,000",2000,"MARKETING YEAR","MISSISSIPPI"
"23,000",2000,"MARKETING YEAR","MISSOURI"
"124,000",2000,"MARKETING YEAR","MONTANA"
"50,000",2000,"MARKETING YEAR","NEBRASKA"
"10,000",2000,"MARKETING YEAR","NEVADA"
"11,000",2000,"MARKETING YEAR","NEW JERSEY"
"15,000",2000,"MARKETING YEAR","NEW MEXICO"
"58,000",2000,"MARKETING YEAR","NEW YORK"
"11,000",2000,"MARKETING YEAR","NORTH CAROLINA"
"300,000",2000,"MARKETING YEAR","NORTH DAKOTA"
"18,000",2000,"MARKETING YEAR","OHIO"
"7,000",2000,"MARKETING YEAR","OKLAHOMA"
"48,000",2000,"MARKETING YEAR","OREGON"
"18,000",2000,"MARKETING YEAR","OTHER STATES"
"25,000",2000,"MARKETING YEAR","PENNSYLVANIA"
"235,000",2000,"MARKETING YEAR","SOUTH DAKOTA"
"9,000",2000,"MARKETING YEAR","TENNESSEE"
"105,000",2000,"MARKETING YEAR","TEXAS"
"24,000",2000,"MARKETING YEAR","UTAH"
"7,000",2000,"MARKETING YEAR","VERMONT"
"7,000",2000,"MARKETING YEAR","VIRGINIA"
"52,000",2000,"MARKETING YEAR","WASHINGTON"
"7,000",2000,"MARKETING YEAR","WEST VIRGINIA"
"84,000",2000,"MARKETING YEAR","WISCONSIN"
"39,000",2000,"MARKETING YEAR","WYOMING"
"17,000",1999,"MARKETING YEAR","ALABAMA"
"52,000",1999,"MARKETING YEAR","ARIZONA"
"52,000",1999,"MARKETING YEAR","ARKANSAS"
"465,000",1999,"MARKETING YEAR","CALIFORNIA"
"27,000",1999,"MARKETING YEAR","COLORADO"
"228,000",1999,"MARKETING YEAR","FLORIDA"
"65,000",1999,"MARKETING YEAR","GEORGIA"
"8,000",1999,"MARKETING YEAR","HAWAII"
"120,000",1999,"MARKETING YEAR","IDAHO"
"9,000",1999,"MARKETING YEAR","ILLINOIS"
"10,000",1999,"MARKETING YEAR","INDIANA"
"40,000",1999,"MARKETING YEAR","IOWA"
"13,000",1999,"MARKETING YEAR","KANSAS"
"3,000",1999,"MARKETING YEAR","KENTUCKY"
"48,000",1999,"MARKETING YEAR","LOUISIANA"
"14,000",1999,"MARKETING YEAR","MAINE"
"6,000",1999,"MARKETING YEAR","MARYLAND"
"73,000",1999,"MARKETING YEAR","MICHIGAN"
"145,000",1999,"MARKETING YEAR","MINNESOTA"
"18,000",1999,"MARKETING YEAR","MISSISSIPPI"
"24,000",1999,"MARKETING YEAR","MISSOURI"
"122,000",1999,"MARKETING YEAR","MONTANA"
"58,000",1999,"MARKETING YEAR","NEBRASKA"
"9,000",1999,"MARKETING YEAR","NEVADA"
"10,000",1999,"MARKETING YEAR","NEW JERSEY"
"15,000",1999,"MARKETING YEAR","NEW MEXICO"
"69,000",1999,"MARKETING YEAR","NEW YORK"
"9,000",1999,"MARKETING YEAR","NORTH CAROLINA"
"255,000",1999,"MARKETING YEAR","NORTH DAKOTA"
"20,000",1999,"MARKETING YEAR","OHIO"
"6,000",1999,"MARKETING YEAR","OKLAHOMA"
"45,000",1999,"MARKETING YEAR","OREGON"
"15,000",1999,"MARKETING YEAR","OTHER STATES"
"28,000",1999,"MARKETING YEAR","PENNSYLVANIA"
"224,000",1999,"MARKETING YEAR","SOUTH DAKOTA"
"8,000",1999,"MARKETING YEAR","TENNESSEE"
"108,000",1999,"MARKETING YEAR","TEXAS"
"26,000",1999,"MARKETING YEAR","UTAH"
"6,000",1999,"MARKETING YEAR","VERMONT"
"7,000",1999,"MARKETING YEAR","VIRGINIA"
"52,000",1999,"MARKETING YEAR","WASHINGTON"
"6,000",1999,"MARKETING YEAR","WEST VIRGINIA"
"80,000",1999,"MARKETING YEAR","WISCONSIN"
"37,000",1999,"MARKETING YEAR","WYOMING"
"16,000",1998,"MARKETING YEAR","ALABAMA"
"55,000",1998,"MARKETING YEAR","ARIZONA"
"53,000",1998,"MARKETING YEAR","ARKANSAS"
"450,000",1998,"MARKETING YEAR","CALIFORNIA"
"27,000",1998,"MARKETING YEAR","COLORADO"
"230,000",1998,"MARKETING YEAR","FLORIDA"
"75,000",1998,"MARKETING YEAR","GEORGIA"
"8,000",1998,"MARKETING YEAR","HAWAII"
"120,000",1998,"MARKETING YEAR","IDAHO"
"9,000",1998,"MARKETING YEAR","ILLINOIS"
"9,000",1998,"MARKETING YEAR","INDIANA"
"50,000",1998,"MARKETING YEAR","IOWA"
"16,000",1998,"MARKETING YEAR","KANSAS"
"3,000",1998,"MARKETING YEAR","KENTUCKY"
"41,000",1998,"MARKETING YEAR","LOUISIANA"
"10,000",1998,"MARKETING YEAR","MAINE"
"7,000",1998,"MARKETING YEAR","MARYLAND"
"80,000",1998,"MARKETING YEAR","MICHIGAN"
"140,000",1998,"MARKETING YEAR","MINNESOTA"
"18,000",1998,"MARKETING YEAR","MISSISSIPPI"
"23,000",1998,"MARKETING YEAR","MISSOURI"
"115,000",1998,"MARKETING YEAR","MONTANA"
"64,000",1998,"MARKETING YEAR","NEBRASKA"
"10,000",1998,"MARKETING YEAR","NEVADA"
"11,000",1998,"MARKETING YEAR","NEW JERSEY"
"14,000",1998,"MARKETING YEAR","NEW MEXICO"
"65,000",1998,"MARKETING YEAR","NEW YORK"
"8,000",1998,"MARKETING YEAR","NORTH CAROLINA"
"230,000",1998,"MARKETING YEAR","NORTH DAKOTA"
"18,000",1998,"MARKETING YEAR","OHIO"
"4,000",1998,"MARKETING YEAR","OKLAHOMA"
"50,000",1998,"MARKETING YEAR","OREGON"
"16,000",1998,"MARKETING YEAR","OTHER STATES"
"26,000",1998,"MARKETING YEAR","PENNSYLVANIA"
"225,000",1998,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",1998,"MARKETING YEAR","TENNESSEE"
"91,000",1998,"MARKETING YEAR","TEXAS"
"30,000",1998,"MARKETING YEAR","UTAH"
"6,000",1998,"MARKETING YEAR","VERMONT"
"8,000",1998,"MARKETING YEAR","VIRGINIA"
"58,000",1998,"MARKETING YEAR","WASHINGTON"
"6,000",1998,"MARKETING YEAR","WEST VIRGINIA"
"89,000",1998,"MARKETING YEAR","WISCONSIN"
"46,000",1998,"MARKETING YEAR","WYOMING"
"14,000",1997,"MARKETING YEAR","ALABAMA"
"42,000",1997,"MARKETING YEAR","ARIZONA"
"50,000",1997,"MARKETING YEAR","ARKANSAS"
"420,000",1997,"MARKETING YEAR","CALIFORNIA"
"35,000",1997,"MARKETING YEAR","COLORADO"
"240,000",1997,"MARKETING YEAR","FLORIDA"
"75,000",1997,"MARKETING YEAR","GEORGIA"
"9,000",1997,"MARKETING YEAR","HAWAII"
"120,000",1997,"MARKETING YEAR","IDAHO"
"7,000",1997,"MARKETING YEAR","ILLINOIS"
"8,000",1997,"MARKETING YEAR","INDIANA"
"45,000",1997,"MARKETING YEAR","IOWA"
"17,000",1997,"MARKETING YEAR","KANSAS"
"3,000",1997,"MARKETING YEAR","KENTUCKY"
"44,000",1997,"MARKETING YEAR","LOUISIANA"
"8,000",1997,"MARKETING YEAR","MAINE"
"6,000",1997,"MARKETING YEAR","MARYLAND"
"85,000",1997,"MARKETING YEAR","MICHIGAN"
"145,000",1997,"MARKETING YEAR","MINNESOTA"
"19,000",1997,"MARKETING YEAR","MISSISSIPPI"
"24,000",1997,"MARKETING YEAR","MISSOURI"
"107,000",1997,"MARKETING YEAR","MONTANA"
"61,000",1997,"MARKETING YEAR","NEBRASKA"
"14,000",1997,"MARKETING YEAR","NEVADA"
"10,000",1997,"MARKETING YEAR","NEW JERSEY"
"15,000",1997,"MARKETING YEAR","NEW MEXICO"
"72,000",1997,"MARKETING YEAR","NEW YORK"
"8,000",1997,"MARKETING YEAR","NORTH CAROLINA"
"245,000",1997,"MARKETING YEAR","NORTH DAKOTA"
"22,000",1997,"MARKETING YEAR","OHIO"
"4,000",1997,"MARKETING YEAR","OKLAHOMA"
"50,000",1997,"MARKETING YEAR","OREGON"
"14,000",1997,"MARKETING YEAR","OTHER STATES"
"22,000",1997,"MARKETING YEAR","PENNSYLVANIA"
"240,000",1997,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",1997,"MARKETING YEAR","TENNESSEE"
"94,000",1997,"MARKETING YEAR","TEXAS"
"32,000",1997,"MARKETING YEAR","UTAH"
"5,000",1997,"MARKETING YEAR","VERMONT"
"8,000",1997,"MARKETING YEAR","VIRGINIA"
"60,000",1997,"MARKETING YEAR","WASHINGTON"
"8,000",1997,"MARKETING YEAR","WEST VIRGINIA"
"79,000",1997,"MARKETING YEAR","WISCONSIN"
"38,000",1997,"MARKETING YEAR","WYOMING"
"15,000",1996,"MARKETING YEAR","ALABAMA"
"32,000",1996,"MARKETING YEAR","ARIZONA"
"50,000",1996,"MARKETING YEAR","ARKANSAS"
"390,000",1996,"MARKETING YEAR","CALIFORNIA"
"30,000",1996,"MARKETING YEAR","COLORADO"
"240,000",1996,"MARKETING YEAR","FLORIDA"
"75,000",1996,"MARKETING YEAR","GEORGIA"
"8,000",1996,"MARKETING YEAR","HAWAII"
"110,000",1996,"MARKETING YEAR","IDAHO"
"11,000",1996,"MARKETING YEAR","ILLINOIS"
"9,000",1996,"MARKETING YEAR","INDIANA"
"52,000",1996,"MARKETING YEAR","IOWA"
"16,000",1996,"MARKETING YEAR","KANSAS"
"3,000",1996,"MARKETING YEAR","KENTUCKY"
"44,000",1996,"MARKETING YEAR","LOUISIANA"
"9,000",1996,"MARKETING YEAR","MAINE"
"7,000",1996,"MARKETING YEAR","MARYLAND"
"90,000",1996,"MARKETING YEAR","MICHIGAN"
"150,000",1996,"MARKETING YEAR","MINNESOTA"
"17,000",1996,"MARKETING YEAR","MISSISSIPPI"
"22,000",1996,"MARKETING YEAR","MISSOURI"
"117,000",1996,"MARKETING YEAR","MONTANA"
"65,000",1996,"MARKETING YEAR","NEBRASKA"
"14,000",1996,"MARKETING YEAR","NEVADA"
"7,000",1996,"MARKETING YEAR","NEW JERSEY"
"15,000",1996,"MARKETING YEAR","NEW MEXICO"
"68,000",1996,"MARKETING YEAR","NEW YORK"
"12,000",1996,"MARKETING YEAR","NORTH CAROLINA"
"230,000",1996,"MARKETING YEAR","NORTH DAKOTA"
"24,000",1996,"MARKETING YEAR","OHIO"
"4,000",1996,"MARKETING YEAR","OKLAHOMA"
"55,000",1996,"MARKETING YEAR","OREGON"
"7,000",1996,"MARKETING YEAR","OTHER STATES"
"23,000",1996,"MARKETING YEAR","PENNSYLVANIA"
"9,000",1996,"MARKETING YEAR","SOUTH CAROLINA"
"240,000",1996,"MARKETING YEAR","SOUTH DAKOTA"
"5,000",1996,"MARKETING YEAR","TENNESSEE"
"82,000",1996,"MARKETING YEAR","TEXAS"
"34,000",1996,"MARKETING YEAR","UTAH"
"4,000",1996,"MARKETING YEAR","VERMONT"
"7,000",1996,"MARKETING YEAR","VIRGINIA"
"60,000",1996,"MARKETING YEAR","WASHINGTON"
"10,000",1996,"MARKETING YEAR","WEST VIRGINIA"
"69,000",1996,"MARKETING YEAR","WISCONSIN"
"40,000",1996,"MARKETING YEAR","WYOMING"
"16,000",1995,"MARKETING YEAR","ALABAMA"
"52,000",1995,"MARKETING YEAR","ARIZONA"
"55,000",1995,"MARKETING YEAR","ARKANSAS"
"420,000",1995,"MARKETING YEAR","CALIFORNIA"
"45,000",1995,"MARKETING YEAR","COLORADO"
"230,000",1995,"MARKETING YEAR","FLORIDA"
"70,000",1995,"MARKETING YEAR","GEORGIA"
"8,000",1995,"MARKETING YEAR","HAWAII"
"125,000",1995,"MARKETING YEAR","IDAHO"
"11,000",1995,"MARKETING YEAR","ILLINOIS"
"12,000",1995,"MARKETING YEAR","INDIANA"
"45,000",1995,"MARKETING YEAR","IOWA"
"17,000",1995,"MARKETING YEAR","KANSAS"
"3,000",1995,"MARKETING YEAR","KENTUCKY"
"38,000",1995,"MARKETING YEAR","LOUISIANA"
"11,000",1995,"MARKETING YEAR","MAINE"
"7,000",1995,"MARKETING YEAR","MARYLAND"
"97,000",1995,"MARKETING YEAR","MICHIGAN"
"165,000",1995,"MARKETING YEAR","MINNESOTA"
"16,000",1995,"MARKETING YEAR","MISSISSIPPI"
"23,000",1995,"MARKETING YEAR","MISSOURI"
"106,000",1995,"MARKETING YEAR","MONTANA"
"60,000",1995,"MARKETING YEAR","NEBRASKA"
"10,000",1995,"MARKETING YEAR","NEVADA"
"10,000",1995,"MARKETING YEAR","NEW JERSEY"
"19,000",1995,"MARKETING YEAR","NEW MEXICO"
"70,000",1995,"MARKETING YEAR","NEW YORK"
"12,000",1995,"MARKETING YEAR","NORTH CAROLINA"
"220,000",1995,"MARKETING YEAR","NORTH DAKOTA"
"25,000",1995,"MARKETING YEAR","OHIO"
"4,000",1995,"MARKETING YEAR","OKLAHOMA"
"52,000",1995,"MARKETING YEAR","OREGON"
"8,000",1995,"MARKETING YEAR","OTHER STATES"
"25,000",1995,"MARKETING YEAR","PENNSYLVANIA"
"9,000",1995,"MARKETING YEAR","SOUTH CAROLINA"
"240,000",1995,"MARKETING YEAR","SOUTH DAKOTA"
"5,000",1995,"MARKETING YEAR","TENNESSEE"
"84,000",1995,"MARKETING YEAR","TEXAS"
"32,000",1995,"MARKETING YEAR","UTAH"
"5,000",1995,"MARKETING YEAR","VERMONT"
"9,000",1995,"MARKETING YEAR","VIRGINIA"
"60,000",1995,"MARKETING YEAR","WASHINGTON"
"13,000",1995,"MARKETING YEAR","WEST VIRGINIA"
"73,000",1995,"MARKETING YEAR","WISCONSIN"
"38,000",1995,"MARKETING YEAR","WYOMING"
"18,000",1994,"MARKETING YEAR","ALABAMA"
"53,000",1994,"MARKETING YEAR","ARIZONA"
"55,000",1994,"MARKETING YEAR","ARKANSAS"
"400,000",1994,"MARKETING YEAR","CALIFORNIA"
"45,000",1994,"MARKETING YEAR","COLORADO"
"230,000",1994,"MARKETING YEAR","FLORIDA"
"80,000",1994,"MARKETING YEAR","GEORGIA"
"9,000",1994,"MARKETING YEAR","HAWAII"
"127,000",1994,"MARKETING YEAR","IDAHO"
"13,000",1994,"MARKETING YEAR","ILLINOIS"
"13,000",1994,"MARKETING YEAR","INDIANA"
"52,000",1994,"MARKETING YEAR","IOWA"
"19,000",1994,"MARKETING YEAR","KANSAS"
"3,000",1994,"MARKETING YEAR","KENTUCKY"
"40,000",1994,"MARKETING YEAR","LOUISIANA"
"8,000",1994,"MARKETING YEAR","MAINE"
"7,000",1994,"MARKETING YEAR","MARYLAND"
"90,000",1994,"MARKETING YEAR","MICHIGAN"
"170,000",1994,"MARKETING YEAR","MINNESOTA"
"19,000",1994,"MARKETING YEAR","MISSISSIPPI"
"25,000",1994,"MARKETING YEAR","MISSOURI"
"119,000",1994,"MARKETING YEAR","MONTANA"
"72,000",1994,"MARKETING YEAR","NEBRASKA"
"14,000",1994,"MARKETING YEAR","NEVADA"
"11,000",1994,"MARKETING YEAR","NEW JERSEY"
"19,000",1994,"MARKETING YEAR","NEW MEXICO"
"68,000",1994,"MARKETING YEAR","NEW YORK"
"15,000",1994,"MARKETING YEAR","NORTH CAROLINA"
"235,000",1994,"MARKETING YEAR","NORTH DAKOTA"
