Column name as written in R Script,Full State name,State abbreviation,Survey Year,Season,"Method of tallying multi-states operations (included in all states, excluded from all states, exlusively multi-states)",Number of valid respondents,Bootstrap replication,Bootstrap method,Bootstrap estimate of the Total Loss (weigthed average),Boostrap-based 95% confidence interval(low) of the weighted average loss,Boostrap-based 95% confidence interval(high) of the weighted average loss,Bootstrap estimate of the Average Loss (unweigthed average),Boostrap-based 95% confidence interval(low) of the unweighted average loss,Boostrap-based 95% confidence interval(high) of the unweighted average loss,Total Loss (weigthed average),glm-based 95% confidence interval(low) of the weighted average loss,glm-based 95% confidence interval(high) of the weighted average loss,Average Loss (unweigthed average),standard deviation of operational losses,standard error of the unweithed average estimate,glm-based 95% confidence interval(low) of the unweighted average loss,glm-based 95% confidence interval(high) of the unweighted average loss,Total number of colonies at the start of the season,"Total number of colonies ""at risk"" (colonies at the start, new colonies added, without colonies sold or given away)",Total number of colonies lost during the season,Total number of colonies alive at the end of the season,Percentage of beekeepers exlusive to the state,Percentage of colonies exclusive to the state
TF_States_DC,District of Columbia,DC,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_DE,Delaware,DE,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_FL,Florida,FL,2008,Winter,MSO in,23,1000,n-out-of-n,38.71913667,19.75197847,57.45309393,29.91025169,19.32592993,40.88886288,40.02948325,28.95727761,51.83323258,30.02804428,26.88898393,5.606740729,19.03883245,41.01725611,50897,75297,30141,45156,65.2173913,33.58154705
TF_States_GA,Georgia,GA,2008,Winter,MSO in,15,1000,n-out-of-n,32.90712243,19.68889367,41.86429126,29.22379817,19.62289157,39.2202936,34.48179999,26.80528232,42.74255049,29.08668859,20.03586649,5.173238483,18.94714116,39.22623601,42876,53956,18605,35351,100,100
TF_States_ID,Idaho,ID,2008,Winter,MSO in,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],3400,3400,[R],[R],0,0
TF_States_IL,Illinois,IL,2008,Winter,MSO in,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],6,6,[R],[R],100,100
TF_States_IN,Indiana,IN,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_IA,Iowa,IA,2008,Winter,MSO in,12,1000,n-out-of-n,44.01669663,35.51057109,62.16010956,44.79304365,29.06281762,59.24383961,40.24896266,32.5488146,48.28507979,44.93174077,28.88516743,8.338429595,28.58841876,61.27506278,723,723,291,432,100,100
TF_States_KS,Kansas,KS,2008,Winter,MSO in,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],3500,3600,[R],[R],0,0
TF_States_KY,Kentucky,KY,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_LA,Louisiana,LA,2008,Winter,MSO in,4,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],28779,35394,[R],[R],75,49.61603947
TF_States_ME,Maine,ME,2008,Winter,MSO in,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],45937,51687,[R],[R],16.66666667,0.080545094
TF_States_MD,Maryland,MD,2008,Winter,MSO in,14,1000,n-out-of-n,8.177007527,4.232861297,15.18852531,14.77896794,8.667441919,21.07891303,7.56097561,4.117182615,12.36468235,14.74629833,12.42909606,3.32181565,8.23553966,21.25705701,4013,4100,310,3790,100,100
TF_States_MA,Massachusetts,MA,2008,Winter,MSO in,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],22500,27250,[R],[R],0,0
TF_States_MI,Michigan,MI,2008,Winter,MSO in,15,1000,n-out-of-n,54.19645332,21.6564595,75.7420337,51.06762681,34.31749368,67.69811653,56.24486442,41.07112848,70.66443117,51.06214743,33.40029282,8.623918522,34.15926713,67.96502774,6607,7302,4107,3195,93.33333333,94.70258816
TF_States_MN,Minnesota,MN,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_MS,Mississippi,MS,2008,Winter,MSO in,14,1000,n-out-of-n,28.22702186,15.48105725,41.27018255,30.88214515,20.91199034,41.48253255,26.74685621,18.88306949,35.73919574,30.99831106,21.48967378,5.743356902,19.74133153,42.25529058,9145,9145,2446,6699,100,100
TF_States_MO,Missouri,MO,2008,Winter,MSO in,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],5,5,[R],[R],100,100
TF_States_MT,Montana,MT,2008,Winter,MSO in,13,1000,n-out-of-n,27.93560331,17.30537792,42.95294481,34.18996305,20.25325271,49.46545696,27.69744691,19.58500419,36.93201856,34.22118945,27.22200889,7.550026837,19.42313685,49.01924205,55330,62865,17412,45453,30.76923077,0.77715525
TF_States_NE,Nebraska,NE,2008,Winter,MSO in,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],220,220,[R],[R],100,100
TF_States_NV,Nevada,NV,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NH,New Hampshire,NH,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NJ,New Jersey,NJ,2008,Winter,MSO in,15,1000,n-out-of-n,18.84013177,5.688884373,40.40126992,18.30778316,10.95017104,26.54489963,15.09433962,7.917335722,24.87070645,18.23657892,16.01423816,4.134858514,10.13225623,26.34090161,22622,23532,3552,19980,80,12.0325347
TF_States_NM,New Mexico,NM,2008,Winter,MSO in,7,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4850,5610,[R],[R],57.14285714,79.89690722
TF_States_NY,New York,NY,2008,Winter,MSO in,12,1000,n-out-of-n,21.559705,8.165305463,43.02703952,24.30234009,14.93443068,35.57708425,18.83993115,8.829433621,32.74195441,24.48510648,20.15762925,5.819006336,13.07985406,35.89035889,26950,29050,5473,23577,75,33.58070501
TF_States_NC,North Carolina,NC,2008,Winter,MSO in,16,1000,n-out-of-n,27.99436308,13.3829902,48.29693461,27.92038604,20.17733544,35.69635272,27.49809306,18.30463031,38.18750684,27.95443769,16.44336959,4.110842397,19.89718659,36.01168879,6532,7866,2163,5703,100,100
TF_States_ND,North Dakota,ND,2008,Winter,MSO in,18,1000,n-out-of-n,25.51402272,17.84650102,34.72607648,31.7559032,21.74293532,43.48856031,25.5555946,19.12772108,32.78402105,31.41777802,24.85640987,5.858711992,19.93470251,42.90085352,103447,113842,29093,84749,16.66666667,1.108780342
TF_States_OH,Ohio,OH,2008,Winter,MSO in,9,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],1365,1565,[R],[R],100,100
TF_States_OK,Oklahoma,OK,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_OR,Oregon,OR,2008,Winter,MSO in,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4900,4955,[R],[R],0,0
TF_States_PA,Pennsylvania,PA,2008,Winter,MSO in,192,1000,n-out-of-n,25.93338584,10.83323043,38.86305945,16.53443605,13.6600607,19.51810972,26.22682044,23.3719053,29.22186774,16.52565817,21.69598773,1.565773044,13.45674301,19.59457334,15974,17688,4639,13049,98.4375,48.32227369
TF_States_RI,Rhode Island,RI,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_SC,South Carolina,SC,2008,Winter,MSO in,5,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],5590,6740,[R],[R],80,64.22182469
TF_States_SD,South Dakota,SD,2008,Winter,MSO in,18,1000,n-out-of-n,51.79191678,33.06511869,67.68316544,41.45269783,31.21239867,51.77690411,51.98653311,44.90333341,59.01671037,41.39161023,23.35534237,5.504906989,30.60199253,52.18122793,99011,119404,62074,57330,83.33333333,81.61820404
TF_States_TN,Tennessee,TN,2008,Winter,MSO in,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],516,516,[R],[R],100,100
TF_States_TX,Texas,TX,2008,Winter,MSO in,9,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],52800,57275,[R],[R],0,0
TF_States_UT,Utah,UT,2008,Winter,MSO in,28,1000,n-out-of-n,25.46227448,11.71692929,43.54157975,42.06069094,30.89951443,53.18103091,24.78110028,17.16941875,33.61712882,42.1836928,29.82811834,5.636984515,31.13520315,53.23218245,17709,18159,4500,13659,100,100
TF_States_VT,Vermont,VT,2008,Winter,MSO in,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],1400,1400,[R],[R],0,0
TF_States_VA,Virginia,VA,2008,Winter,MSO in,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],1225,1425,[R],[R],0,0
TF_States_WA,Washington,WA,2008,Winter,MSO in,5,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],21870,22709,[R],[R],0,0
TF_States_WV,West Virginia,WV,2008,Winter,MSO in,17,1000,n-out-of-n,48.26617154,19.81335608,69.48267701,30.6415519,15.20515465,48.47401009,51.56620163,38.32303023,64.66241684,30.33375862,34.7197726,8.420781749,13.82902639,46.83849084,3399,3799,1959,1840,94.11764706,63.95998823
TF_States_WI,Wisconsin,WI,2008,Winter,MSO in,15,1000,n-out-of-n,41.53306666,8.969347364,69.78590535,48.60104539,36.42439594,61.32551086,33.8319621,18.77287323,51.52629673,48.48923342,26.50304472,6.843056722,35.07684224,61.90162459,6122,8022,2714,5308,93.33333333,56.71349232
TF_States_WY,Wyoming,WY,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NCUSA,Non Continental USA,NCUSA,2008,Winter,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
MultiState,MultiStates,MSO,2008,Winter,MSO in,43,1000,n-out-of-n,31.06234302,22.85947367,40.83249814,29.75710999,22.90267079,36.67279041,31.15699173,24.48207075,38.40099795,29.76307293,23.92471398,3.648484677,22.61204296,36.9141029,202865,232439,72421,160018,0,0
TF_States_AL,Alabama,AL,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AK,Alaska,AK,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AZ,Arizona,AZ,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AR,Arkansas,AR,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_CA,California,CA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_CO,Colorado,CO,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_CT,Connecticut,CT,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_DC,District of Columbia,DC,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_DE,Delaware,DE,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_FL,Florida,FL,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_GA,Georgia,GA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_ID,Idaho,ID,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_IL,Illinois,IL,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_IN,Indiana,IN,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_IA,Iowa,IA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_KS,Kansas,KS,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_KY,Kentucky,KY,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_LA,Louisiana,LA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_ME,Maine,ME,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_MD,Maryland,MD,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_MA,Massachusetts,MA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_MI,Michigan,MI,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_MN,Minnesota,MN,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_MS,Mississippi,MS,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_MO,Missouri,MO,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_MT,Montana,MT,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NE,Nebraska,NE,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NV,Nevada,NV,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NH,New Hampshire,NH,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NJ,New Jersey,NJ,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NM,New Mexico,NM,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NY,New York,NY,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NC,North Carolina,NC,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_ND,North Dakota,ND,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_OH,Ohio,OH,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_OK,Oklahoma,OK,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_OR,Oregon,OR,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_PA,Pennsylvania,PA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_RI,Rhode Island,RI,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_SC,South Carolina,SC,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_SD,South Dakota,SD,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_TN,Tennessee,TN,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_TX,Texas,TX,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_UT,Utah,UT,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_VT,Vermont,VT,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_VA,Virginia,VA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_WA,Washington,WA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_WV,West Virginia,WV,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_WI,Wisconsin,WI,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_WY,Wyoming,WY,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NCUSA,Non Continental USA,NCUSA,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
MultiState,MultiStates,MSO,2009,Annual,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AL,Alabama,AL,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AK,Alaska,AK,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AZ,Arizona,AZ,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AR,Arkansas,AR,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_CA,California,CA,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_CO,Colorado,CO,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_CT,Connecticut,CT,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_DC,District of Columbia,DC,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_DE,Delaware,DE,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_FL,Florida,FL,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_GA,Georgia,GA,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_ID,Idaho,ID,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_IL,Illinois,IL,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_IN,Indiana,IN,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_IA,Iowa,IA,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_KS,Kansas,KS,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_KY,Kentucky,KY,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_LA,Louisiana,LA,2009,Summer,MSO in,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
